id	key	section	line	family	grade	effective	written	stated_date	pre_cluster	condition_met	numbers	chars	target	live_flags	dead_flags	scenes	noisy_instruments	cross	address	retest
destruction:066	2c1a2e4f3e	destruction	548	HOLDS-WHILE	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		0	647	src/sim/player.rs					powders	src/sim/player.rs fn face_toward, loose-material comment	Holds while digging displaces spoil into the bore; if spoil is removed from the bore instead, re-test.
destruction:067	b2c6ab855b	destruction	550	PERMANENT	ARGUED-ONLY	2026-08-29	2026-08-29		Y		0	780	src/sim/player.rs						src/sim/player.rs fn bore_slice (doc)	Never as written. Any face rule must advance past what the previous stroke already removed, or a held button is a single stroke.
destruction:068	8a6b59544a	destruction	552	HOLDS-WHILE	CLAIMS-MEASURED	2026-08-29	2026-08-29		Y		1	810	src/sim/player.rs					plants	src/sim/player.rs fn bore_slice, the two-level face rule	Holds while mining leaves spoil in the bore. If spoil is ever removed from the bore rather than displaced within it, the simpler rule is correct again.
destruction:069	dee05dd723	destruction	554	HOLDS-WHILE	ARGUED-ONLY	2026-08-29	2026-08-29		Y		0	669	src/sim/player.rs						src/sim/player.rs fn bore_rect, the slide	Holds while the cursor picks only a direction. If the bore ever takes a *point* from the cursor, the slide is that point instead.
destruction:070	2ccf9a18c6	destruction	556	HOLDS-WHILE	ARGUED-ONLY	2026-08-29	2026-08-29		Y		0	849	src/sim/player.rs					powders,structural	src/sim/player.rs fn bore_rect, the slide's face predicate	Holds for the same condition as `face_toward`'s entry above; the two rules must move together or the two dig styles aim differently.
destruction:071	e015b49880	destruction	558	PERMANENT	ARGUED-ONLY	2026-08-29	2026-08-29		Y		0	532	src/sim/player.rs						src/sim/player.rs Player::swing_cooldown (doc)	Never while switching tools is free. A belt with a switch *cost* could afford per-tool timers.
destruction:072	0750846aac	destruction	560	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	624	src/sim/player.rs					plants	src/sim/player.rs Tuning::dig_yield (doc)	The removed fraction is the natural hook if mined stone ever becomes something the player carries — re-derive the split then.
destruction:073	ac6f2649f2	destruction	562	UNCLASSIFIED	NUMBERS	2026-08-29	2026-08-29	2026-08-29	Y		7	1997	src/sim/rigid.rs					field,plants	src/sim/rigid.rs struct Hinge and fn swing_on_hinge; making a severed crown sweep by imposing a shared rigid-body velocity on its fragments, rejected in play 2026-08-29	
destruction:074	2d4b26f10c	destruction	563	UNCLASSIFIED	DATED-MEASUREMENT	2026-08-29	2026-08-29	2026-08-29	Y		8	1147	src/sim/rigid.rs	HINGE_PROBE		fell		plants,structural	src/sim/rigid.rs fn cut_face; hinging a severed crown about `load::Failure::at`, measured 2026-08-29	
destruction:075	2af1d877d1	destruction	564	UNCLASSIFIED	CLAIMS-MEASURED	2026-08-29	2026-08-29	2026-08-29	Y		1	1167	src/sim/rigid.rs					creatures,plants	src/sim/rigid.rs fn ChunkBody::centre_of; deriving the turn pivot from the body's current offsets on every turn, 2026-08-29	
destruction:076	c06e05a835	destruction	565	UNCLASSIFIED	NUMBERS	2026-08-29	2026-08-29	2026-08-29	Y		4	1088	src/sim/rigid.rs					liquids,weather	src/sim/rigid.rs fn drag_through_liquid, the two spin lines; holding `spin_accel` through a submerged flight, 2026-08-29	
destruction:077	86f4d28433	destruction	566	UNCLASSIFIED	DATED-MEASUREMENT	2026-08-29	2026-08-29	2026-08-29	Y		5	958	src/sim/rigid.rs					plants,structural	src/sim/rigid.rs fn topple doc; reinstating `load::bearing_moment` for `log` so the load model tips a standing piece, measured 2026-08-29	
destruction:078	1ec54355a5	destruction	567	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	485	src/sim/rigid.rs						src/sim/rigid.rs fn blocked_axis body, occupied-set comment	
destruction:079	135baf8f9c	destruction	568	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	521	src/sim/rigid.rs					powders	src/sim/rigid.rs fn fracture doc, section 'Why a distribution and not a single body'	
destruction:080	669fd3c08a	destruction	569	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	603	src/sim/rigid.rs						src/sim/rigid.rs fn fracture_failing_region doc ('No upper bound, deliberately') and fn strike body (same note)	
destruction:081	45e133ecf3	destruction	570	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	748	src/sim/rigid.rs					plants,structural	src/sim/rigid.rs fn fracture_failing_region doc, section 'Why this no longer decides which cells fail'	Held once load::failing_region made roots fail properly; only a return to a reach-style criterion would motivate it.
destruction:082	433d2fb868	destruction	572	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	324	src/sim/rigid.rs						src/sim/rigid.rs fn fracture_shell body, annulus comment	
destruction:083	07b77fe305	destruction	573	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	494	src/sim/rigid.rs					powders,worldgen	src/sim/rigid.rs fn fracture_shell doc	Single-cell debris remains the right treatment for sand; the rejection is specific to rock.
destruction:084	e8d60b07d6	destruction	575	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	319	src/sim/rigid.rs						src/sim/rigid.rs fn fracture_with_impulse body, impulse-radius comment	
destruction:085	7e25c1e659	destruction	576	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	443	src/sim/rigid.rs						src/sim/rigid.rs fn mine doc, section 'This is a parameter and not a constant on purpose'	
destruction:086	376673f5b0	destruction	577	UNCLASSIFIED	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		0	549	src/sim/rigid.rs						src/sim/rigid.rs fn mine_swept doc, section 'Why a bore has to be swept and not stamped'	
destruction:087	4c842b9625	destruction	578	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	387	src/sim/rigid.rs						src/sim/rigid.rs fn score_cracks body, scored_now comment	
destruction:088	091f972e14	destruction	579	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	540	src/sim/rigid.rs					structural	src/sim/rigid.rs fn score_cracks body, site-keyed jitter comment (also recorded at structural.rs crush_in_place)	
destruction:089	7192f26dd5	destruction	580	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	394	src/sim/rigid.rs					structural	src/sim/rigid.rs fn score_cracks doc, edge-orientation paragraph (the same trap recorded at structural.rs crush_in_place)	
destruction:090	b43bf5f494	destruction	581	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	634	src/sim/rigid.rs						src/sim/rigid.rs fn strike body, MIN_STRIKE_RADIUS comment	The brush-scaling half is still right at the top end (a wide brush should calve slabs); only the unfloored bottom was rejected.
destruction:091	b8dcc8f8d4	destruction	583	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	421	src/sim/rigid.rs						src/sim/rigid.rs fn thin_to_spoil doc, section 'Why an even stride and not a random subset'	
destruction:092	82ee47991b	destruction	584	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		2	653	src/sim/rigid.rs			tunnel			src/sim/rigid.rs fn thin_to_spoil doc, section 'Why the removed cells are not thrown as particles'	Holds while ParticleSystem particles write back into the grid on landing.
destruction:093	b925cb5f43	destruction	586	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	534	src/sim/rigid.rs					field	src/sim/rigid.rs struct ChunkBody, spin field doc	Would need a resampling scheme proven leak-free before revisiting.
destruction:094	b60bd884ac	destruction	588	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	636	src/sim/rigid.rs						src/sim/rigid.rs test a_pinch_point_terminates_rather_than_hanging (fn trace_contours)	Inherent to pinch-point inputs, which the module doc already documents as producing (bounded, wrong) geometry.
destruction:095	0e052e2d6d	destruction	590	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	518	src/sim/structural.rs					plants,structural	src/sim/structural.rs fn crush_in_place body, comment 'Confining it to region was tried first'	
destruction:096	6d866a8280	destruction	591	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	459	src/sim/structural.rs					structural	src/sim/structural.rs fn crush_in_place body, single-origin comment	
destruction:097	737376041c	destruction	592	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	529	src/sim/structural.rs					structural	src/sim/structural.rs fn crush_in_place body, sub-cell path comment	
destruction:098	2cc76c0b6a	destruction	593	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	437	src/sim/structural.rs					structural	src/sim/structural.rs fn crush_in_place doc, paragraph on rigid::score_cracks	
destruction:099	29aef7e1bb	destruction	594	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	430	src/sim/structural.rs					plants,structural	src/sim/structural.rs fn crush_in_place doc, section 'Fissures, not graph paper'	
plants:001	639ce3468a	plants	598	UNCLASSIFIED	NUMBERS	2026-09-08	2026-09-08	2026-09-07			7	1199	src/sim/organism.rs					field,structural	`src/sim/organism.rs` `transport`, the `DENSITY_SUBSTEPS` and `CARBON_SUBSTEPS` loops	The rejection is arithmetic, not structural, and turns on the size distribution: it becomes worth having if `DENSITY_SUBSTEPS` (45) rises, or if a bed's biomass moves into many small organisms rather than a few large ones. Re-measure with the **cell-weighted** ratio, never the per-organism one.
plants:002	bd521b1c10	plants	600	ONLY-IF	NUMBERS	2026-09-08	2026-09-08	2026-09-07			10	967	src/sim/plant.rs	ORGANISM_PROLOGUE					`src/sim/plant.rs` `prologue_every` doc, §13.4's "~15% of the pass" estimate	Only if `step_organisms` becomes a much larger share of the frame than the ~10% measured here, or if a future pass makes the cell list genuinely stable across a tick -- at which point the share, not the estimate, is the number to re-take.
plants:003	3f65b563e6	plants	603	UNCLASSIFIED	DATED-MEASUREMENT	2026-09-06	2026-09-06	2026-09-06			15	1895	src/sim/plant.rs					liquids,powders	`src/sim/plant.rs` `shed_to_litter`, three ways of watering the cell a buried root hands back; measured 2026-09-06	Anything gives the returned grain cohesion, or the rule is narrowed to cells enclosed on all eight sides rather than four -- both are untried and both are in §W4's "where to look next". Note what the rejection does **not** depend on: the mechanic itself is unmoved, `crest` occupancy is +30% for the sod arm under every arm above, so this is about a bank's afterlife and not about `reinforces_powder`.
plants:004	b3cbdd4b84	plants	607	UNCLASSIFIED	DATED-MEASUREMENT	2026-09-05	2026-09-05	2026-09-05	Y		16	1897							`Behavior::Reproduce::seed_launch` on `tree`, as the fix for a tree whose seed never takes; measured 2026-09-05	A mature tree's reproductive budget stops being a fraction of a surplus that goes to zero at its own ceiling -- `allocate_to_frontier` sets `reproductive_share = surplus * reproductive_allocation` and `surplus = income - maintenance`, which is ~0 exactly when the tree is biggest. A tree with real seed output to spend might well afford the throw, and the arm is one `launch=` away.
plants:005	f78709f432	plants	610	UNCLASSIFIED	DATED-MEASUREMENT	2026-09-05	2026-09-05	2026-09-05	Y		16	2517	assets/materials/seed.ron					destruction	`assets/materials/seed.ron` `friction_angle` 55 -> 22, as a reseeding fix; measured 2026-09-05	A seed can come to rest somewhere a canopy fall does not reach -- on bare rock, on a ledge, on standing debris outside a plant -- which is a different scene from the sealed bed this was measured in. The rejection depends on `falls_through_organisms` being set on `seed`; without it the mechanism is live again and the 82-germination arm is what you are choosing.
plants:006	e7261cf99a	plants	613	UNCLASSIFIED	NUMBERS	2026-08-28	2026-08-28	2026-08-28	Y		7	2153	src/sim/rng.rs					structural,worldgen	`src/sim/rng.rs` `stream` doc (the "both research reports name the wrong culprit" note); `src/sim/plant.rs` `seed_genotype` doc	The residual confound is real but **binds founders only**, because `seed_genotype` returns early on `inherited` — a lineage's genetics flow parent to child and position never re-enters (`plant-evolution-design.md` §1c). What reopens it is a *measurement*, not an argument: the founder-versus-descendant fraction over a long run. If founders are a large share of a radiation run's population, a favourable cell re-sown repeatedly draws the same founding genotype and can read as "this allele wins here". Note that `FOUNDER_VARIANT_CHANCE` (2026-08-28) widened that surface from two loci to six, since all six discrete loci are now positional at founding.
plants:007	a92b8ab90a	plants	616	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	1405	src/sim/decay.rs					liquids	`src/sim/decay.rs` `tick`, the "Left dry, deliberately" comment (first paragraph)	Rejected as a **copy**, not as an idea. A true transfer that debits the donor by exactly what the new cell gains is conserved and is *not* covered by this rejection; any version that leaves the donor whole is the same dead end whatever cell it reads from. The rejection also leans on capillary flow being able to reach the new cell, so if `SOIL_FIELD_CAPACITY` (620) or `SOIL_CAPILLARY_REST` (380) ever move far enough that a dry cell beside damp ground no longer fills, the fallback is gone and the question reopens.
plants:008	75c2854302	plants	618	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22	2026-08-22	Y		4	1790	src/sim/decay.rs					field,liquids,powders,worldgen	`src/sim/decay.rs` `tick`, the "Left dry, deliberately" comment ("Deriving it from the humidity" paragraph)	Holds while the field moisture channel is unconserved and force-written from sources; only a humidity channel that is itself inside the water ledger would change the argument. **Two things must be rebuilt before a retry is even measurable.** The instrument is gone -- `a_tree_eventually_stops_growing` was retired 2026-08-22 -- so this needs a fresh *paired* standing-biomass comparison rather than the old two-instants bar. And the sibling entry's own "capillary will wet it" fallback now has company: the worldgen climate baseline puts every soil cell the generator places above the damp gate, so a retry starts from wetter ground than the version measured here and would pump *harder*, not softer. Note the distinction that cost time to establish -- **soil** reads damp almost everywhere, but the **litter lying on it** mostly does not, because the field is sampled at the litter's own block, which is air: measured at frame 10,800, only 2-7% of standing litter sits above the gate, while 66-76% of decay *events* are damp ones because the damp chance is 25x the dry one.
plants:009	6909e713d2	plants	621	UNCLASSIFIED	NUMBERS	2026-09-11	2026-08-22	2026-09-11		Y	4	1405	assets/species/tree.ron						`assets/species/tree.ron` RootTip `Grow` (`branch_chance: [0.0]`), `OrganismCell::primed`, `Reports/plant-genome-design.md` §8a	**CONDITION MET AND SWEPT AT LANDING, 2026-09-11 (triage):** the replacement shipped and was swept over 1/2/3/6/12/24, settling at `branch_priming: [3]` with a responsive curve. Note what the stated condition is and is not: it is about a root tip's *per-tick* carbon ceiling, so roots being on by default changes how many tips exist, not whether one can fund two steps in a tick. ~~Only if root tips gain an income that can fund two steps in one tick; the zero here is the "vacuous, not wrong" shape `CLAUDE.md` warns about — the gate was unreachable, so the roll was never really tested.~~
plants:010	ec96a04553	plants	623	ONLY-IF	NUMBERS	2026-08-22	2026-08-22		Y		4	598	assets/species/tree.ron						`assets/species/tree.ron` `branch_priming` comment (swept 1/2/3/6/12/24)	Only alongside a cheaper primed-site walk; the rejection is about scan cost, not about root mass.
plants:011	a7b7d8edd3	plants	625	PERMANENT	NUMBERS	2026-08-29	2026-08-29		Y		3	1042	src/sim/plant.rs					field	`src/sim/plant.rs` `render_step` / `Behavior::Grow::stem_stiffness`	never on this argument. What is left to try is a different way of turning a continuous heading into lattice steps, which is what `stem_stiffness` does.
plants:012	2905e42ef0	plants	626	UNCLASSIFIED	NUMBERS	2026-08-29	2026-08-29		Y		10	918	src/sim/plant.rs					field	`src/sim/plant.rs` `render_step`	the quantity being corrected is a whole-plant one (a lean, a centre of mass) rather than a per-step one — feedback is the right shape for a slow variable and the wrong shape for a per-cell one.
plants:013	f74fd5c4ee	plants	627	PERMANENT	NUMBERS	2026-08-29	2026-08-29		Y		6	948	src/sim/plant.rs					field	`src/sim/plant.rs` `render_step`, and the metric that nearly killed it	never — but the trap generalises to any lattice-rendering question, where the discrete path is supposed to be a staircase.
plants:014	6b1de86ca4	plants	628	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	629	src/sim/plant.rs						`src/sim/plant.rs` `plagiotropic_here`, `Reports/plant-evolution-design.md` §4a register	**Do not re-derive it from the same argument.** What would change the answer is evidence that order-0 plagiotropy produces something `heading_inertia` and a low turgor budget cannot — and that is a sheet, not a syllogism.
plants:015	103d0e5fbe	plants	630	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	679	src/sim/organism.rs					rendering	`src/sim/organism.rs` EMBEDDED species list, `Reports/plant-evolution-design.md` §4a register	A form probe is worth re-authoring only against a silhouette lever that texture and colour actually move (`Reports/plant-appearance-design.md`); relabelling which cell is which will reproduce the same verdict.
plants:016	5622d8ffc9	plants	633	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		4	921	PLAN.md		LIGHT_DECAY				PLAN.md 'AUDIT: what the scene discovery invalidates, and what survives' and 'The environment is now fixed'	forest and default plant_probe (40-row) scenes remain valid for root and soil work only; never re-tune canopy behaviour against them.
plants:017	a42872ef6e	plants	635	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		7	1165	PLAN.md						PLAN.md 'Bud break — built, measured, and reverted. Read this before rebuilding it.'	A future attempt needs a real bound on absolute size, which the engine currently has nowhere. Two untried candidates recorded: growth cost rising with distance from roots (hydraulic limit), or budding triggered by disturbance rather than idleness (self-limiting by construction, and the more satisfying verb).
plants:018	3fd0f349db	plants	637	ONLY-IF	NUMBERS	2026-08-22	2026-08-22		Y		3	495	PLAN.md						PLAN.md bud-break section, claim 3 (shoot allometry)	Only worth revisiting if something else is producing frontier that a ratio could meaningfully constrain.
plants:019	a919e65e03	plants	639	UNCLASSIFIED	NUMBERS	2026-09-11	2026-08-22	2026-09-11		Y	9	875	PLAN.md						PLAN.md bud-break section, 'Lowering pipe_ratio ...' paragraph	
plants:020	152c653b39	plants	641	TRIGGERED	NUMBERS	2026-08-22	2026-08-22		Y		3	555	PLAN.md						PLAN.md bud-break section, 'one constant the migration invalidated' paragraph	Any re-quantization of a decaying per-cell scalar must check the decay step against the quantum.
plants:021	6891f0867f	plants	643	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	643	PLAN.md						PLAN.md bud-break section, 'rows >1 cell wide mostly measures the basal pancake' and the eight-variant A/B table	
plants:022	fc9cebb25b	plants	644	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	392	PLAN.md					field,powders	PLAN.md 'Phase 2 landed' bullets ('Roots grow into soil')	
plants:023	5c70ccbef6	plants	645	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		3	822	PLAN.md					field	PLAN.md 'Plant substrate v2 — started...', 'Decision 2 step 2c landed — and it was a prerequisite for polarity' paragraph	Holds for any fixed-point resource representation coarser than the gate's signal; the f32 sidecar (OrganismCell) is the fix.
plants:024	77b600f8f4	plants	647	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		5	626	PLAN.md					destruction	PLAN.md 'Polarity (Decision 6) — landed'	
plants:025	ee73c4a0e8	plants	648	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	756	PLAN.md					destruction,field,weather	PLAN.md Progress log, tree wind-lean entry (independent review notes)	Holds while field.rs leaves velocity unclamped; a velocity clamp would allow revisiting magnitude scaling.
plants:026	2cfe85dce8	plants	650	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	578	PLAN.md					liquids,structural	PLAN.md 'Reports/plant-substrate-v2-design.md — done, not started (session handoff)', decision 1	
plants:027	620329e83b	plants	651	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	473	PLAN.md					destruction	PLAN.md same design entry, decision 3 (soil moisture)	Grounded in cited waterlogging physiology; retry only against new evidence.
plants:028	d3a60727d5	plants	653	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	296	PLAN.md						PLAN.md same design entry, 'Decision 6, now written in full' (§7b)	
plants:029	d2045b7a5d	plants	654	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	567	PLAN.md					field	PLAN.md same design entry, 'Revised after landing' paragraph	Sequencing knowledge: never tune constants ahead of a scheduled mechanism change that redefines what they mean.
plants:030	4f81cb5f9c	plants	656	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		5	936	PLAN.md						PLAN.md 'The economy pass — three things landed', item 1, plus the 'Single-run tuning is unsound here' finding and the plant_probe metric caveat	
plants:031	fa3c108abc	plants	657	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	549	PLAN.md						PLAN.md 'The economy pass', item 2 (canalization contrast)	All numbers were measured in the 20-row-sky scene later found invalid; the direction may hold but the values must be re-derived in the grove scene before reuse.
plants:032	97f408b05c	plants	659	UNCLASSIFIED	NUMBERS	2026-08-22	2026-08-22		Y		2	674	PLAN.md						PLAN.md 'Three bugs the work exposed rather than caused' (plant Phase 2) and CLAUDE.md's matching thicken() note	A traversal must always use the writer's neighbourhood; transport's 4-connectivity is the one deliberate exception (face-sharing exchanges).
plants:033	682d13232a	plants	661	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	471	README.md					liquids,powders	README.md 'M16 status' — 'A real bug in root growth' paragraph	Permanent for the root-advance rule.
plants:034	617af19817	plants	663	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	551	README.md						README.md 'M16 status' — 'A real bug, caught by a test that expected growth and got almost none' paragraph	Permanent; guarded by the damp-vs-dry moss regression tests.
plants:035	7909b8c8fd	plants	665	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	462	README.md						README.md 'M16 status' — independent-review list, 'Tree tips tunnelled through wood' item	Holds while wood is one shared MaterialId across all trees.
plants:036	9149da1f07	plants	667	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	544	README.md					field	README.md 'M16 status' — test-coverage-gaps item, channel-decay tuning bug	Holds while energy waits outnumber growth steps; re-derive if the energy economy changes those odds.
plants:037	4fb9711c60	plants	669	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	595	README.md					destruction,field,weather	README.md 'The coarse field grid' — wind-lean paragraph ('Two of the plan's lower priority extras are done too')	Holds while field velocity is unclamped; a magnitude-scaled wind read would need velocity clamping first.
plants:038	d7c4d32415	plants	671	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	620	Reports/design-philosophy.md					field,liquids,weather	Reports/design-philosophy.md §3 'Chosen over full biophysical simulation'	Unconditional at pixel-art resolution and game timescales.
plants:039	b1dd1785b6	plants	673	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	580	Reports/open-bugs-handoff.md						Reports/open-bugs-handoff.md 'CLOSED — the three the polarity review raised' (root retirement)	Held while staleness is the sole growth-termination mechanism; if termination is re-based on something else, the gate marking could be revisited.
plants:040	a8765ae0a2	plants	675	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	490	Reports/organism-substrate-design.md					field,liquids,powders	Reports/organism-substrate-design.md §1 Species as data, parallel to materials	Unknown — recorded as settled from the commissioning planning session.
plants:041	edc77f9da1	plants	677	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	663	Reports/organism-substrate-design.md		FIELD_SCALE			destruction,field	Reports/organism-substrate-design.md §3 Transport: explicit per-cell diffusion	Holds at FIELD_SCALE=8; note the 4-neighbour choice is the deliberate exception to the 8-neighbour traversal rule (exchange crosses a shared face).
plants:042	d862d6a83e	plants	679	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	661	Reports/organism-substrate-design.md					creatures	Reports/organism-substrate-design.md opening ('Why now, not at M16/M18 time')	Unconditional going forward — any new per-organism state goes in OrganismState on the shared substrate.
plants:043	a6b0b6d56f	plants	681	TRIGGERED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	634	Reports/plant-species-authoring.md					rendering	Reports/plant-species-authoring.md §2 'Every global bound becomes a visible artifact'	Any new bound must be graded (turgor_taper: extension ∝ P − Y, per Lockhart, turned plates into rounded crowns) and per-individual (genotype_variance spreads arrival times). The failure signature to watch for is always a straight edge.
plants:044	660210938f	plants	683	HOLDS-WHILE	NUMBERS	2026-08-22	2026-08-22		Y		5	758	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §3 'A stand is not a plant, and a light-optimal stand is a slab' (measured in tree-architecture-implementation-plan.md Phase 2 status)	Holds while income is per-column sky visibility (grows with lit width) and a height bound exists — at any ceiling the light-optimal stand shape is a one-cell slab, so the light model rewards the artifact.
plants:045	34bb88d3f3	plants	685	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	497	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §4 (branch_chance variance narrowing)	Holds while there is no juvenile/adult axis — a species whose juvenile form differs from its adult form needs an age axis that does not exist yet.
plants:046	3b15381d4d	plants	687	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	587	Reports/plant-species-authoring.md					structural	Reports/plant-species-authoring.md §4 'Structure comes from tiers, not from tuning'	Unconditional: when a rule must tell apart things that look identical, state the difference as data (branch order is position, not age).
plants:047	69504c3067	plants	689	PERMANENT	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	457	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §5 'Extension makes structure; thickening only makes mass'	Unconditional for pipe-model gating in 2D.
plants:048	21d2c294ca	plants	691	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	426	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §6 'Nothing creates frontier except the bud bank' (bud siting paragraph)	Holds while light is per-column sky visibility (top cells always brightest).
plants:049	383f18fa29	plants	693	HOLDS-WHILE	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	510	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §7 — global sweeps	Holds for the current parameter surface; a knob that develops an interior optimum would be visible in the population sampling anyway.
plants:050	03ce6554d3	plants	695	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	465	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §7 — jitter width	Set jitter width per trait from what it moves, and check integer-valued traits actually vary across the drawn range.
plants:051	8a53cf398f	plants	697	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	451	Reports/plant-species-authoring.md					field	Reports/plant-species-authoring.md §7 — pattern-edit trap	Prove the edit touched only its target (count matches, or edit by occurrence index) before trusting anything downstream.
plants:052	2788cf0cc3	plants	699	HOLDS-WHILE	CLAIMS-MEASURED	2026-08-22	2026-08-22		Y		1	379	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §7 — 'Salts are positional'	Holds as long as genotype draws are keyed positionally.
plants:053	8eca49f6dc	plants	701	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		1	460	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §7 — single-plant assertions	Assert on populations or paired comparisons; this became binding as soon as per-individual genotype jitter existed.
plants:054	de3c17ebf3	plants	703	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	511	Reports/plant-species-authoring.md						Reports/plant-species-authoring.md §7 'Measurement discipline specific to plants' — include_str! trap	Rebuild between sweep points; identical output across settings is the tell. Only the app's F5 reload reads the directory.
plants:055	eed1f50e88	plants	705	UNCLASSIFIED	ARGUED-ONLY	2026-08-22	2026-08-22		Y		0	453	Reports/plant-substrate-v2-design.md						Reports/plant-substrate-v2-design.md §2c (the displaced-soil simplification, named)	Explicit revisit condition: if soil visibly disappearing under a mature tree reads badly in play.
